,Site_Name,Site_Score,SITS_ID,Longitude,Latitude
828,Anaconda Co. Smelter,58.71,868,-112.915,46.116661
829,Libby Ground Water Contamination,37.67,869,-115.5389,48.38
830,Milltown Reservoir Sediments,43.78,870,-113.8667,46.866661
831,Silver Bow Creek/Butte Area,63.76,871,-112.7948,46.038999999999994
832,East Helena Site,61.65,872,-111.9183,46.581669
833,Idaho Pole Co.,38.29,874,-111.0217,45.688331
834,Mouat Industries,31.66,875,-109.2475,45.635
835,Montana Pole and Treating,33.03,876,-112.5483,45.99
836,Basin Mining Area,61.15,1565,-112.263333,46.272778
837,Upper Tenmile Creek Mining Area,50.0,1567,-112.245139,46.482083
838,Lockwood Solvent Ground Water Plume,45.69,1595,-108.455,45.803611
839,Barker Hughesville Mining District,50.0,1617,-110.630278,47.083333
840,Carpenter Snow Creek Mining District,50.0,1618,-110.72583300000001,46.961389000000004
841,Libby Asbestos,0.0,1661,-115.551111,48.391528
842,Flat Creek IMM,51.33,1803,-114.852778,47.240278
843,ACM Smelter and Refinery,54.26,1821,-111.246467,47.528603000000004
844,Smurfit-Stone Mill,50.0,1878,-114.199623,46.957781
845,Anaconda Aluminum Co Columbia Falls Reduction Plant,68.39,1904,-114.130297,48.387875
846,"Martin-Marietta, Sodyeco, Inc.",51.93,463,-81.0,35.29445
847,PCB Spills,0.0,464,-78.1661,36.3381
848,Bypass 601 Ground Water Contamination,37.93,465,-80.6093,35.4096
849,Jadco-Hughes Facility,42.0,466,-81.041111,35.275831
850,"North Carolina State University (Lot 86, Farm Unit #1)",48.36,467,-78.713588,35.801815999999995
851,Celanese Corp. (Shelby Fiber Operations),48.98,468,-81.528339,35.208889
852,Cape Fear Wood Preserving,34.09,470,-79.020839,35.04945
853,Aberdeen Pesticide Dumps,52.7,471,-79.4472,35.1384
854,Charles Macon Lagoon & Drum Storage,47.1,472,-79.8375,34.8925
855,Carolina Transformer Co.,33.76,473,-78.845,35.063331
856,"Benfield Industries, Inc.",31.67,1050,-83.00416899999999,35.477781
857,Potter's Septic Tank Service Pits,29.14,1068,-78.1578,34.2846
858,Camp Lejeune Military Reservation,33.13,1070,-77.342919,34.717781
859,New Hanover County Airport Burn Pit,39.39,1100,-77.91528100000001,34.275
860,"Koppers Co., Inc. (Morrisville Plant)",41.89,1156,-78.8406,35.8463
861,ABC One Hour Cleaners,29.11,1157,-77.3666,34.7414
862,Geigy Chemical Corp. (Aberdeen Plant),33.02,1158,-79.406669,35.126111
863,"FCX, Inc. (Statesville Plant)",37.93,1187,-80.9163,35.7865
864,"FCX, Inc. (Washington Plant)",40.39,1188,-77.07445,35.559581
865,JFD Electronics/Channel Master,39.03,1193,-78.60638900000001,36.299719
866,"Chemtronics, Inc.",30.16,1225,-82.434719,35.625
867,General Electric Co/Shepherd Farm,70.71,1331,-82.411111,35.272222
868,Cherry Point Marine Corps Air Station,70.71,1437,-76.8917,34.9
869,Davis Park Road TCE,33.5,1513,-81.218889,35.231667
870,North Belmont PCE,50.0,1557,-81.05125,35.273472
871,Barber Orchard,70.71,1629,-83.063889,35.445833
872,Reasor Chemical Company,32.14,1653,-77.891944,34.343472
873,Ward Transformer,50.0,1666,-78.773611,35.901944
874,Ram Leather Care,40.43,1673,-80.606806,35.228056
875,National Starch & Chemical Corp.,46.51,1693,-80.5412,35.6322
876,Sigmon's Septic Tank Service,30.03,1726,-80.974583,35.713611
877,Blue Ridge Plating Company,38.67,1736,-82.528358,35.462371999999995
878,Aberdeen Contaminated Ground Water,50.0,1774,-79.4025,35.1224
879,GMH Electronics,50.0,1797,-78.941625,36.416722
880,Ore Knob Mine,50.0,1798,-81.324606,36.410011
881,Kerr-McGee Chemical Corp - Navassa,50.0,1807,-77.99902800000001,34.247222
882,Wright Chemical Corporation,48.03,1818,-78.2051,34.3284
883,Horton Iron and Metal,48.03,1827,-77.954083,34.26665
884,"CTS of Asheville, Inc.",38.4,1836,-82.505953,35.493075
885,Holcomb Creosote Co,48.0,1859,-80.675236,36.157875
886,Cristex Drum,48.0,1879,-78.6067,36.2972
887,Hemphill Road TCE,50.0,1880,-81.189852,35.197933
888,Arsenic Trioxide Site,0.0,878,-97.158331,46.075
889,Minot Landfill,33.58,1113,-101.3292,48.218331
890,Cornhusker Army Ammunition Plant,51.13,848,-98.4925,40.923331
891,Waverly Ground Water Contamination,37.93,849,-96.529439,40.917219
892,Hastings Ground Water Contamination,42.24,850,-98.38333100000001,40.583331
893,Nebraska Ordnance Plant (Former),31.94,1262,-96.453331,41.176669
894,10th Street Site,28.9,1276,-97.362219,41.426561
895,Cleburn Street Well,50.0,1306,-98.347778,40.925139
896,Sherwood Medical Co.,50.0,1307,-97.421389,41.993611
897,Bruno Co-op Association/Associated Properties,50.0,1355,-96.959722,41.284721999999995
898,Ogallala Ground Water Contamination,50.0,1357,-101.736111,41.123889
899,Omaha Lead,50.0,1660,-95.929722,41.267778
900,"American Anodco, Inc.",57.99,627,-85.03,42.9875
901,J & L Landfill,31.65,628,-83.0959,42.6556
902,Metal Working Shop,28.82,629,-85.8575,44.73
903,"Barrels, Inc.",42.24,630,-84.54333100000001,42.749031
904,"Parsons Chemical Works, Inc.",31.32,1076,-84.7677,42.7547
905,"Bofors Nobel, Inc.",53.42,1077,-86.11746,43.209364
906,"Carter Industrials, Inc.",37.79,1084,-83.091669,42.345281
907,Kaydon Corp.,34.21,1086,-86.2908,43.2007
908,Adam's Plating,29.64,1087,-84.587781,42.739439000000004
909,"Allied Paper, Inc./Portage Creek/Kalamazoo River",36.41,1088,-85.576083,42.303333
910,Hi-Mill Manufacturing Co.,49.54,1089,-83.593089,42.649831
911,Bendix Corp./Allied Automotive,37.27,1168,-86.51195,42.04945
912,"State Disposal Landfill, Inc.",42.24,1184,-85.590506,43.013397
913,Muskegon Chemical Co.,34.19,1190,-86.334,43.3891
914,Peerless Plating Co.,43.94,1191,-86.2237,43.2056
915,Albion-Sheridan Township Landfill,33.79,1199,-84.7195,42.24955
916,Wurtsmith Air Force Base,50.0,1416,-83.36666600000001,44.45
917,Lower Ecorse Creek Dump,0.0,1432,-83.157777,42.234165999999995
918,Bay City Middlegrounds,50.0,1450,-83.90722199999999,43.572083
919,H & K Sales,0.0,1462,-85.22833299999999,43.098611
920,Aircraft Components (D & L Sales),0.0,1463,-86.454444,42.126944
921,Kysor Industrial Corp.,33.94,1697,-85.4226,44.2568
922,Gratiot County Golf Course,29.54,1809,-84.62324699999999,43.415842
923,Ten-Mile Drain,48.88,1819,-82.899167,42.486944
924,DSC McLouth Steel Gibraltar Plant,50.0,1899,-83.200292,42.103075
925,McLouth Steel Corp,50.0,1949,-83.170906,42.160596999999996
926,Burlington Northern (Brainerd/Baxter Plant),46.77,632,-94.2282,46.3532
927,FMC Corp. (Fridley Plant),65.5,633,-93.2762,45.0565
928,Koppers Coke,55.05,634,-93.152781,44.972219
929,Lehillier/Mankato Site,42.49,635,-94.038331,44.153331
930,NL Industries/Taracorp/Golden Auto,39.97,636,-93.36361099999999,44.936111
931,New Brighton/Arden Hills/TCAAP (USARMY),59.16,637,-93.1975,45.079169
932,Oakdale Dump,55.71,638,-92.966669,45.0
933,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.0,639,-93.372219,44.941669
934,South Andover Site,35.41,640,-93.318,45.2179
935,Waste Disposal Engineering,50.92,641,-93.3122,45.228
936,Arrowhead Refinery Co.,43.75,642,-92.2398,46.8377
937,General Mills/Henkel Corp.,36.28,643,-93.22278100000001,44.99
938,Joslyn Manufacturing & Supply Co.,44.3,644,-93.333339,45.045
939,MacGillis & Gibbs/Bell Lumber & Pole Co.,48.33,645,-93.194731,45.055
940,Morris Arsenic Dump,38.27,646,-95.8845,45.6066
941,"Boise Cascade/Onan Corp./Medtronics, Inc.",50.06,647,-93.233331,45.095831
942,Nutting Truck & Caster Co.,37.87,648,-93.286389,44.289169
943,Perham Arsenic Site,37.98,649,-95.57166099999999,46.587781
944,St. Regis Paper Co.,52.88,650,-94.60555,47.375561
945,Union Scrap Iron & Metal Co.,42.63,651,-93.28056099999999,44.995561
946,Washington County Landfill,42.24,652,-92.918139,45.008639
947,Whittaker Corp.,40.03,653,-93.270839,45.026389
948,St. Louis River Site,32.08,654,-92.21221899999999,46.677781
949,Adrian Municipal Well Field,33.62,655,-95.934,43.638219
950,Agate Lake Scrapyard,29.68,656,-94.375831,46.453561
951,Kummer Sanitary Landfill,35.57,657,-94.892719,47.506531
952,Kurt Manufacturing Co.,31.41,658,-93.268361,45.064411
953,Long Prairie Ground Water Contamination,31.94,659,-94.856639,45.978531
954,Oak Grove Sanitary Landfill,43.4,660,-93.3317,45.317
955,Olmsted County Sanitary Landfill,40.7,661,-92.500639,44.130860999999996
956,Pine Bend Sanitary Landfill,52.11,662,-93.05055,44.784719
957,Windom Dump,38.17,663,-95.100939,43.86875
958,Naval Industrial Reserve Ordnance Plant,30.83,664,-93.273669,45.058831
959,Koch Refining Co./N-Ren Corp.,31.14,665,-93.0406,44.7684
960,University of Minnesota (Rosemount Research Center),45.91,666,-93.072811,44.719439
961,East Bethel Demolition Landfill,28.75,667,-93.2246,45.3653
962,Freeway Sanitary Landfill,45.91,668,-93.29333100000001,44.795
963,Waite Park Wells,31.94,669,-94.215,45.561669
964,St. Augusta Sanitary Landfill/Engen Dump,33.85,670,-94.135,45.481669000000004
965,LaGrand Sanitary Landfill,37.51,671,-95.496669,45.9
966,Ritari Post & Pole,29.81,672,-95.0298,46.6608
967,Twin Cities Air Force Reserve Base (Small Arms Range Landfill),33.62,673,-93.204719,44.863061
968,Dakhue Sanitary Landfill,42.24,674,-92.9277,44.5718
969,Baytown Township Ground Water Plume,35.62,1352,-92.833333,45.0
970,Fridley Commons Park Well Field,50.0,1532,-93.255556,45.080556
971,South Minneapolis Residential Soil Contamination,44.58,1753,-93.2427,44.9528
972,Spring Park Municipal Well Field,50.0,1939,-93.633306,44.935944
973,Highway 100 and County Road 3 Groundwater Plume,50.0,1956,-93.361655,44.935257
974,Shenandoah Stables,30.09,828,-90.926939,38.92445
975,Minker/Stout/Romaine Creek,36.78,829,-90.48,38.44
976,Ellisville Site,0.0,830,-90.61833100000001,38.603331
977,Fulbright Landfill,40.6,831,-93.3125,37.273056
978,Syntex Facility,43.78,832,-93.798331,36.965
979,Times Beach,40.08,833,-90.601669,38.508339
980,Lee Chemical,46.81,836,-94.3925,39.201111
981,"Solid State Circuits, Inc.",37.93,837,-93.480281,37.118061
982,Bee Cee Manufacturing Co.,28.59,838,-89.98,36.603331
983,Quality Plating,40.7,839,-89.55721899999999,36.96305
984,Weldon Spring Former Army Ordnance Works,30.26,840,-90.729161,38.696389
985,Lake City Army Ammunition Plant (Northwest Lagoon),33.62,841,-94.2783,39.103
986,North-U Drive Well Contamination,28.9,842,-93.31778100000001,37.271389
987,Valley Park TCE,35.57,844,-90.466669,38.552781
988,Kem-Pest Laboratories,33.89,845,-89.48944399999999,37.339611
989,Oronogo-Duenweg Mining Belt,46.2,846,-94.42056099999999,37.101110999999996
990,"Wheeling Disposal Service Co., Inc., Landfill",48.58,847,-94.87,39.875
991,Missouri Electric Works,31.2,1134,-89.55505600000001,37.28625
992,Weldon Spring Quarry/Plant/Pits (USDOE/Army),58.6,1238,-90.724999,38.696944
993,St. Louis Airport/Hazelwood Interim Storage/Futura Coatings Co.,38.31,1244,-90.360419,38.759719
994,Westlake Landfill,29.85,1289,-90.445269,38.77
995,Big River Mine Tailings/St. Joe Minerals Corp.,84.91,1336,-90.55,37.886389
996,Newton County Wells,50.0,1535,-94.473056,37.044722
997,Pools Prairie,50.0,1536,-94.39027800000001,36.803056
998,Armour Road,50.0,1544,-94.556111,39.145
999,Riverfront,50.0,1607,-91.214722,38.613889
1000,Tooele Army Depot (North Area),53.95,888,-112.375,40.541669
1001,Midvale Slag,42.47,889,-111.9172,40.618331
1002,Wasatch Chemical Co. (Lot 6),49.91,892,-111.8747,40.7226
1003,Monticello Mill Tailings (USDOE),35.86,1257,-109.3483,37.863331
1004,Utah Power & Light/American Barrel Co.,37.93,1277,-111.9055,40.7704
1005,"Petrochem Recycling Corp./Ekotek, Inc.",62.81,1315,-111.91611100000001,40.802778
1006,Richardson Flat Tailings,50.23,1337,-111.44444399999999,40.680556
1007,Murray Smelter,86.6,1415,-111.89111100000001,40.658333
1008,Kennecott (North Zone),59.18,1422,-112.125,40.75
1009,International Smelting and Refining,58.31,1553,-112.227222,40.552778
1010,Jacobs Smelter,50.0,1566,-112.358333,40.454167
1011,Intermountain Waste Oil Refinery,50.0,1579,-111.889444,40.879444
1012,Bountiful/Woods Cross 5th South PCE Plume,50.0,1619,-111.90388899999999,40.887221999999994
1013,Davenport and Flagstaff Smelters,32.5,1620,-111.791944,40.573611
1014,Eureka Mills,50.0,1642,-112.11555600000001,39.955556
1015,Five Points PCE Plume,50.0,1759,-111.887028,40.874583
1016,U.S. Magnesium,59.18,1789,-112.719949,40.914993
1017,700 South 1600 East PCE Plume,50.0,1874,-111.848022,40.753938
1018,Chisman Creek,47.19,357,-76.4631,37.177
1019,Matthews Electroplating,0.0,358,-80.1675,37.2569
1020,Saltville Waste Disposal Ponds,29.52,359,-81.783331,36.883339
1021,U.S. Titanium,34.78,360,-79.016669,37.708331
1022,"Avtex Fibers, Inc.",35.39,362,-78.211669,38.925561
1023,L.A. Clarke & Son,34.24,363,-77.4325,38.236111
1024,Rhinehart Tire Fire Dump,30.57,365,-78.310429,39.188333
1025,Defense General Supply Center (DLA),33.85,367,-77.4485,37.4189
1026,First Piedmont Corp. Rock Quarry (Route 719),30.16,368,-79.348611,36.665831
1027,"Atlantic Wood Industries, Inc.",37.14,369,-76.29899999999999,36.8065
1028,Saunders Supply Co.,36.88,370,-76.58166899999999,36.86055
1029,"Rentokil, Inc. (Virginia Wood Preserving Division)",30.34,371,-77.50361099999999,37.635831
1030,"C & R Battery Co., Inc.",46.44,372,-77.415,37.418
1031,Greenwood Chemical Co.,53.17,373,-78.786389,38.044719
1032,"H & H Inc., Burn Pit",33.71,374,-77.5857,37.7243
1033,Dixie Caverns County Landfill,35.27,375,-80.193611,37.259719
1034,Abex Corp.,36.53,1051,-76.3045,36.8265
1035,Suffolk City Landfill,35.76,1052,-76.5839,36.6784
1036,"Arrowhead Associates, Inc./Scovill Corp.",37.15,1054,-76.791111,38.086669
1037,Naval Weapons Station - Yorktown,50.0,1325,-76.588889,37.245833000000005
1038,Naval Surface Warfare - Dahlgren,50.03,1326,-77.026944,38.326667
1039,Langley Air Force Base/NASA Langley Research Center,50.0,1387,-76.358611,37.069998999999996
1040,Marine Corps Combat Development Command,50.0,1388,-77.29,38.521667
1041,Fort Eustis (US Army),50.0,1417,-76.568332,37.105
1042,Norfolk Naval Base (Sewells Point Naval Complex),50.0,1470,-76.300278,36.940278
1043,Norfolk Naval Shipyard,50.0,1501,-76.294722,36.821944
1044,Naval Amphibious Base Little Creek,50.0,1521,-76.147778,36.906110999999996
1045,Former Nansemond Ordnance Depot,70.71,1537,-76.434722,36.899722
1046,Kim-Stan Landfill,50.0,1552,-79.86166700000001,37.800278000000006
1047,Naval Weapons Station Yorktown - Cheatham Annex,49.27,1586,-76.6075,37.284721999999995
1048,St. Juliens Creek Annex (U.S. Navy),50.0,1588,-76.31222199999999,36.794167
1049,Buckingham County Landfill,40.7,1688,-78.516669,37.514169
1050,"Culpeper Wood Preservers, Inc.",45.91,1689,-77.96,38.483331
1051,Hidden Lane Landfill,50.0,1762,-77.424175,39.056131
1052,Peck Iron and Metal,48.52,1795,-76.30882199999999,36.809464
1053,Tutu Wellfield,50.0,1349,-64.885,18.341667
1054,Island Chemical Corp./Virgin Islands Chemical Corp.,50.0,1424,-64.79083299999999,17.709722
1055,Old Springfield Landfill,34.79,61,-72.466669,43.272781
1056,Pine Street Canal,0.0,62,-73.21806099999999,44.466669
1057,Parker Sanitary Landfill,52.29,63,-71.989439,44.518611
1058,Darling Hill Dump,43.92,64,-71.9844,44.5545
1059,Burgess Brothers Landfill,52.58,1195,-73.150139,42.878060999999995
1060,"Tansitor Electronics, Inc.",35.72,1213,-73.266669,42.877781
1061,BFI Sanitary Landfill (Rockingham),41.92,1214,-72.439719,43.226389000000005
1062,Bennington Municipal Sanitary Landfill,49.07,1215,-73.197781,42.922219
1063,Pownal Tannery,50.0,1529,-73.26575,42.797167
1064,Elizabeth Mine,50.0,1612,-72.328889,43.823889
1065,Ely Copper Mine,50.0,1641,-72.28550600000001,43.927446999999994
1066,Pike Hill Copper Mine,50.0,1718,-72.306917,44.057333
1067,Commerce Street Plume,48.48,1721,-73.12138900000001,44.452583000000004
1068,"Jard Company, Inc.",58.31,1896,-73.189111,42.888861
1069,Colbert Landfill,41.59,992,-117.3483,47.861669
1070,"Commencement Bay, Near Shore/Tide Flats",42.2,993,-122.41666699999999,47.266667
1071,"Commencement Bay, South Tacoma Channel",54.63,994,-122.4714,47.229439
1072,FMC Corp. (Yakima),38.8,995,-120.4933,46.566669
1073,"Frontier Hard Chrome, Inc.",57.93,996,-122.64399999999999,45.6215
1074,Harbor Island (Lead),34.6,997,-122.3522,47.5794
1075,Kaiser Aluminum (Mead Works),38.07,998,-117.3767,47.755
1076,Lakewood,42.49,999,-122.51295,47.143409999999996
1077,Pesticide Lab (Yakima),29.33,1000,-120.5556,46.5846
1078,Queen City Farms,34.38,1001,-122.0417,47.45
1079,Silver Mountain Mine,29.98,1002,-119.557,48.745
1080,"Western Processing Co., Inc.",58.63,1003,-122.2417,47.425
1081,American Lake Gardens/McChord AFB,28.9,1004,-122.5267,47.125
1082,Greenacres Landfill,28.9,1005,-117.1169,47.6627
1083,Toftdahl Drums,40.22,1007,-122.4464,45.7549
1084,Bangor Ordnance Disposal (USNAVY),30.42,1008,-122.7008,47.764719
1085,Fort Lewis (Landfill No. 5),33.79,1009,-122.63,47.119419
1086,Mica Landfill,34.64,1010,-117.2111,47.579169
1087,Midway Landfill,54.27,1011,-122.2933,47.38
1088,Northside Landfill,28.9,1012,-117.4828,47.7275
1089,Northwest Transformer,33.82,1013,-122.3534,48.8905
1090,McChord Air Force Base (Wash Rack/Treatment Area),42.24,1015,-122.4889,47.141110999999995
1091,Wyckoff Co./Eagle Harbor,32.55,1016,-122.5167,47.621669
1092,"Naval Air Station, Whidbey Island (Ault Field)",47.58,1017,-122.6637,48.344219
1093,Hidden Valley Landfill (Thun Field),37.93,1018,-122.2878,47.095
1094,"Naval Air Station, Whidbey Island (Seaplane Base)",39.64,1019,-122.6133,48.29945
1095,Naval Undersea Warfare Station (4 Areas),33.6,1020,-122.62200000000001,47.6946
1096,Old Inland Pit,29.35,1021,-117.1983,47.689719000000004
1097,ALCOA (Vancouver Smelter),57.8,1022,-122.7318,45.649439
1098,Fairchild Air Force Base (4 Waste Areas),31.98,1023,-117.6462,47.628331
1099,Seattle Municipal Landfill (Kent Highlands),52.19,1044,-122.2792,47.391669
1100,Pacific Car & Foundry Co.,42.33,1045,-122.1964,47.488889
1101,Yakima Plating Co.,37.93,1098,-120.5089,46.5723
1102,American Thermostat Co.,33.61,169,-73.94111099999999,42.266939
1103,Batavia Landfill,50.18,170,-78.2561,43.0197
1104,Brewster Well Field,37.93,171,-73.6,41.401669
1105,Clothier Disposal,34.48,172,-76.41278100000001,43.247219
1106,"Facet Enterprises, Inc.",46.67,173,-76.829169,42.1325
1107,Fulton Terminals,36.5,174,-76.4274,43.3569
1108,GE Moreau,58.21,175,-73.62916899999999,43.28305
1109,Hooker (Hyde Park),34.77,176,-79.03666899999999,43.131111
1110,Hooker (S Area),51.62,177,-79.0054,43.0757
1111,Hooker (102nd Street),30.48,178,-78.942219,43.070281
1112,Kentucky Avenue Well Field,39.65,179,-76.828331,42.145831
1113,Love Canal,52.23,180,-78.94945,43.079719
1114,Ludlow Sand & Gravel,36.88,181,-75.226389,42.959169
1115,Marathon Battery Corp.,30.27,182,-73.954719,41.416111
1116,"Mercury Refining, Inc.",44.58,183,-73.80416899999999,42.689719000000004
1117,Niagara County Refuse,39.85,184,-78.906111,43.06055
1118,Old Bethpage Landfill,58.83,185,-73.44721899999999,40.756939
1119,Olean Well Field,44.46,186,-78.404719,42.069439
1120,Pollution Abatement Services,0.0,187,-76.483331,43.47
1121,Port Washington Landfill,45.46,188,-73.666661,40.81805
1122,Ramapo Landfill,44.73,189,-74.161389,41.14
1123,Sinclair Refinery,53.9,190,-77.9416,42.1088
1124,Solvent Savers,34.78,191,-75.876661,42.665
1125,Syosset Landfill,54.27,192,-73.50971899999999,40.798889
1126,Wide Beach Development,56.58,193,-79.12861099999999,42.586669
1127,York Oil Co.,47.7,194,-74.5751,44.8225
1128,General Motors (Central Foundry Division),40.71,195,-74.732781,44.983889000000005
1129,Hudson River PCBs,54.66,196,-73.5765,43.1102
1130,Vestal Water Supply Well 1-1,37.93,197,-76.0557,42.0902
1131,Vestal Water Supply Well 4-2,42.24,198,-75.997219,42.110281
1132,Sarney Farm,33.2,199,-73.561389,41.75555
1133,"Pasley Solvents & Chemicals, Inc.",39.65,200,-73.612219,40.729169
1134,Hooker Chemical & Plastics Corp./Ruco Polymer Corp.,41.6,201,-73.50416899999999,40.7575
1135,Anchor Chemicals,37.2,202,-73.546389,40.766389000000004
1136,"Mattiace Petrochemical Co., Inc.",31.9,203,-73.6432,40.8608
1137,Jones Sanitation,52.52,204,-73.902,41.795
1138,Warwick Landfill,29.41,205,-74.27,41.238889
1139,Carroll & Dubies Sewage Disposal,33.74,206,-74.6681,41.3942
1140,Cortese Landfill,32.11,207,-75.065,41.600561
1141,Liberty Industrial Finishing,50.65,208,-73.44888900000001,40.72625
1142,Johnstown City Landfill,48.36,209,-74.393061,43.043061
1143,Volney Municipal Landfill,32.89,210,-76.37916899999999,43.36055
1144,Claremont Polychemical,31.62,211,-73.4432,40.7576
1145,"Tri-Cities Barrel Co., Inc.",44.06,212,-75.811939,42.15805
1146,Katonah Municipal Well,35.35,213,-73.682911,41.259169
1147,Suffern Village Well Field,35.57,214,-74.15899999999999,41.1162
1148,BEC Trucking,30.75,215,-75.998339,42.097639
1149,Endicott Village Well Field,35.57,216,-76.086111,42.086110999999995
1150,Applied Environmental Services,41.15,217,-73.646693,40.823054
1151,Colesville Municipal Landfill,30.26,218,-75.58945,42.160419
1152,"Goldisc Recordings, Inc.",33.39,219,-73.0647,40.7745
1153,"SMS Instruments, Inc.",37.32,220,-73.31849100000001,40.760002
1154,"Tronic Plating Co., Inc.",45.14,221,-73.4077,40.7538
1155,Hertel Landfill,33.62,222,-74.038889,41.688061
1156,Preferred Plating Corp.,35.06,223,-73.4253,40.7158
1157,Kenmark Textile Corp.,31.72,224,-73.4264,40.7384
1158,"Nepera Chemical Co., Inc.",39.87,225,-74.2447,41.4643
1159,Byron Barrel & Drum,37.27,226,-78.1103,43.1191
1160,FMC Corp. (Dublin Road Landfill),32.9,227,-78.4417,43.2172
1161,North Sea Municipal Landfill,33.74,228,-72.401389,40.929161
1162,"Robintech, Inc./National Pipe Co.",30.75,229,-75.9922,42.1049
1163,Haviland Complex,33.62,230,-73.908061,41.771111
1164,Griffiss Air Force Base,34.2,231,-75.416661,43.233331
1165,Conklin Dumps,33.93,232,-75.81805,42.05
1166,Richardson Hill Road Landfill/Pond,34.86,233,-75.249169,42.252781
1167,"BioClinical Laboratories, Inc.",32.91,234,-73.110281,40.783331
1168,Malta Rocket Fuel Area,33.62,235,-73.75833100000001,42.963889
1169,Genzale Plating Co.,33.79,236,-73.6777,40.7153
1170,Rowe Industries Ground Water Contamination,31.94,237,-72.3,40.982781
1171,Islip Municipal Sanitary Landfill,33.39,238,-73.1829,40.8178
1172,Circuitron Corp.,54.27,1177,-73.4195,40.7495
1173,Sidney Landfill,29.36,1178,-75.243,42.2577
1174,"Jones Chemicals, Inc.",33.62,1179,-77.845561,42.976531
1175,Rosen Brothers Scrap Yard/Dump,51.35,1180,-76.17528100000001,42.591669
1176,Niagara Mohawk Power Corp. (Saratoga Spings Plant),35.48,1181,-73.776111,43.09
1177,"Action Anodizing, Plating, & Polishing Corp.",34.72,1182,-73.406111,40.684439000000005
1178,C & J Disposal Leasing Co. Dump,35.1,1230,-75.5687,42.8638
1179,Plattsburgh Air Force Base,30.34,1246,-73.46471899999999,44.6575
1180,Seneca Army Depot,35.52,1249,-76.85445,42.75
1181,Brookhaven National Laboratory (USDOE),39.92,1255,-72.86958299999999,40.86
1182,"Sealand Restoration, Inc.",29.36,1281,-75.361531,44.703610999999995
1183,"Radium Chemical Co., Inc.",0.0,1287,-73.9025,40.76
1184,Forest Glen Mobile Home Subdivision,0.0,1295,-78.9995,43.1127
1185,Li Tungsten Corp.,50.0,1309,-73.640773,40.860929
1186,Williams Pipe Line Co. Disposal Pit,42.24,1291,-96.7956,43.5453
1187,Onondaga Lake,50.0,1374,-76.208056,43.069444
1188,Pfohl Brothers Landfill,50.11,1375,-78.7025,42.943889
1189,GCL Tie and Treating Inc.,48.54,1431,-75.413333,42.300554999999996
1190,Little Valley,0.0,1465,-78.766944,42.236667
1191,Fulton Avenue,33.08,1494,-73.657844,40.737337
1192,Peter Cooper,50.0,1496,-78.927583,42.458778
1193,Lehigh Valley Railroad,50.0,1509,-77.933306,42.992028000000005
1194,Computer Circuits,50.0,1520,-73.24611,40.813194
1195,Hiteman Leather,50.0,1523,-75.195833,42.883333
1196,Mohonk Road Industrial Plant,50.0,1526,-74.13444,41.816666999999995
1197,Smithtown Ground Water Contamination,50.0,1530,-73.174778,40.887806
1198,Stanton Cleaners Area Ground Water Contamination,35.76,1539,-73.734139,40.782361
1199,Peter Cooper Corporation (Markhams),30.0,1550,-79.01257199999999,42.392897
1200,Jackson Steel,50.0,1573,-73.652694,40.738806
1201,"Lawrence Aviation Industries, Inc.",50.0,1574,-73.069194,40.928139
1202,Old Roosevelt Field Contaminated Ground Water Area,50.0,1587,-73.618472,40.733610999999996
1203,"Hudson Technologies, Inc.",50.0,1590,-74.164861,41.130139
1204,Consolidated Iron and Metal,50.0,1614,-74.005639,41.498028000000005
1205,"W.R. Grace & Co., Inc./Wayne Interim Storage Site (USDOE)",47.14,136,-74.27032700000001,40.969014
1206,"Rodale Manufacturing Co., Inc.",50.0,1311,-75.49333299999999,40.531110999999996
1207,Shenandoah Road Ground Water Contamination,50.0,1628,-73.792222,41.526111
1208,"MacKenzie Chemical Works, Inc.",50.0,1631,-73.205278,40.788889000000005
1209,Gilt Edge Mine,50.0,1594,-103.674306,44.328056
1210,Amnicola Dump,40.91,489,-85.276389,35.0625
1211,Gallaway Pits,30.77,490,-89.601939,35.359719
1212,Lewisburg Dump,33.45,491,-86.784161,35.481389
1213,Murray-Ohio Dump,46.44,492,-87.361111,35.2275
1214,North Hollywood Dump,0.0,493,-89.979161,35.18555
1215,Velsicol Chemical Corp. (Hardeman County),47.71,494,-88.926389,35.381939
1216,Hopkins Farm,34.09,137,-74.4875,40.088889
1217,"Crater Resources, Inc./Keystone Coke Co./Alan Wood Steel Co.",50.0,1322,-75.3425,40.081666999999996
1218,"Crown Cleaners of Watertown, Inc.",49.0,1643,-75.651861,44.022944
1219,Milan Army Ammunition Plant,58.15,495,-88.696111,35.867781
1220,"American Creosote Works, Inc. (Jackson Plant)",35.22,496,-88.8355,35.61
1221,Mallory Capacitor Co.,29.44,497,-87.758611,35.317638
1222,Arlington Blending & Packaging,39.03,498,-89.6577,35.2996
1223,Wrigley Charcoal Plant,36.14,1067,-87.35319399999999,35.9025
1224,Carrier Air Conditioning Co.,48.91,1069,-89.690411,35.043331
1225,Oak Ridge Reservation (USDOE),51.13,1239,-84.390139,35.924719
1226,Memphis Defense Depot (DLA),58.06,1330,-90.003333,35.093333
1227,ICG Iselin Railroad Yard,50.0,1380,-88.797689,35.6025
1228,Tennessee Products,0.0,1409,-85.314444,34.998889
