X,Y,FID,OBJECTID,Site_Name,Site_Score,Site_EPA_ID,SEMS_ID,SITS_ID,Region_ID,State,City,County,Status,Longitude,Latitude,Proposed_Date,Listing_Date,Construction_Completion_Date,Construction_Completion_Number,NOID_Date,Deletion_Date,Site_Listing_Narrative,Site_Progress_Profile,Notice_of_Data_Availability,Proposed_FR_Notice,Deletion_FR_Notice,Final_FR_Notice,NOID_FR_Notice,Restoration_FR_Notice_Jumper_Pa,Site_has_had_a_Partial_Deletion,CreationDate,Creator,EditDate,Editor
-92.833333,45.0,970,,Baytown Township Ground Water Plume,35.62,MND982425209,505340,1352,5,Minnesota,Baytown Township,Washington,NPL Site,-92.833333,45,10/14/1992,12/16/1994,,0,,,"<a href=""https://semspub.epa.gov/src/document/05/633419"" target=""_blank"">MND982425209 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0505340"" target=""_blank"">Baytown Township Ground Water Plume</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189654"" target=""_blank"">10/14/1992 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189639"" target=""_blank"">12/16/1994 (PDF)</a>",,,No,,,,
-93.255556,45.080556,971,,Fridley Commons Park Well Field,50,MND985701309,506449,1532,5,Minnesota,Fridley,Anoka,NPL Site,-93.255556,45.080556,09/29/1998,01/19/1999,10/25/2005,968,,,"<a href=""https://semspub.epa.gov/src/document/05/633439"" target=""_blank"">MND985701309 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0506449"" target=""_blank"">Fridley Commons Park Well Field</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-09-29/pdf/98-25890.pdf"" target=""_blank"">09/29/1998 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-01-19/pdf/99-1020.pdf"" target=""_blank"">01/19/1999 (PDF)</a>",,,No,,,,
-93.2427,44.9528,972,,South Minneapolis Residential Soil Contamination,44.58,MNN000509136,509136,1753,5,Minnesota,Minneapolis,Hennepin,NPL Site,-93.2427,44.9528,09/27/2006,09/19/2007,09/27/2011,1111,,,"<a href=""https://semspub.epa.gov/src/document/05/633092"" target=""_blank"">MNN000509136 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0509136"" target=""_blank"">South Minneapolis Residential Soil Contamination</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2006-09-27/pdf/E6-15854.pdf"" target=""_blank"">09/27/2006 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2007-09-19/pdf/E7-18155.pdf"" target=""_blank"">09/19/2007 (PDF)</a>",,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,
-93.633306,44.935944,973,,Spring Park Municipal Well Field,50,MNN000502963,502963,1939,5,Minnesota,Spring Park,Hennepin,NPL Site,-93.633306,44.935944,01/18/2018,05/17/2018,,0,,,"<a href=""https://semspub.epa.gov/src/document/11/197218"" target=""_blank"">MNN000502963 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502963"" target=""_blank"">Spring Park Municipal Well Field</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-01-18/pdf/2018-00623.pdf"" target=""_blank"">01/18/2018 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-05-17/pdf/2018-10464.pdf"" target=""_blank"">05/17/2018 (PDF)</a>",,,No,,,,
-93.361655,44.935257,974,,Highway 100 and County Road 3 Groundwater Plume,50,MNN000506121,506121,1956,5,Minnesota,"Edina, St. Louis Park",Hennepin,Proposed NPL Site,-93.361655,44.935257,11/08/2019,,,0,,,"<a href=""https://semspub.epa.gov/src/document/11/199558"" target=""_blank"">MNN000506121 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0506121"" target=""_blank"">Highway 100 and County Road 3 Groundwater Plume</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2019-11-08/pdf/2019-24154.pdf"" target=""_blank"">11/08/2019 (PDF)</a>",,,,,No,,,,
-90.926939,38.92445,975,,Shenandoah Stables,30.09,MOD980685838,701266,828,7,Missouri,Moscow Mills,Lincoln,Deleted NPL Site,-90.926939,38.92445,12/30/1982,09/08/1983,09/30/1997,480,08/07/2001,09/25/2001,"<a href=""https://semspub.epa.gov/src/document/07/30296191"" target=""_blank"">MOD980685838 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701266"" target=""_blank"">Shenandoah Stables</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-09-25/pdf/01-23599.pdf"" target=""_blank"">09/25/2001 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-08-07/pdf/01-19752.pdf"" target=""_blank"">08/07/2001 (PDF)</a>",,No,,,,
-90.48,38.44,976,,Minker/Stout/Romaine Creek,36.78,MOD980741912,701345,829,7,Missouri,Imperial,Jefferson,NPL Site,-90.48,38.44,12/30/1982,09/08/1983,09/30/1997,479,,,"<a href=""https://semspub.epa.gov/src/document/07/30296192"" target=""_blank"">MOD980741912 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701345"" target=""_blank"">Minker/Stout/Romaine Creek</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,
-90.618331,38.603331,977,,Ellisville Site,0,MOD980633010,701205,830,7,Missouri,Ellisville,St. Louis,NPL Site,-90.618331,38.603331,12/30/1982,09/08/1983,09/30/1997,478,,,"<a href=""https://semspub.epa.gov/src/document/07/30296193"" target=""_blank"">MOD980633010 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701205"" target=""_blank"">Ellisville Site</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,
-93.3125,37.273056,978,,Fulbright Landfill,40.6,MOD980631139,701153,831,7,Missouri,Springfield,Greene,NPL Site,-93.3125,37.273056,12/30/1982,09/08/1983,06/03/1992,86,,,"<a href=""https://semspub.epa.gov/src/document/07/30296194"" target=""_blank"">MOD980631139 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701153"" target=""_blank"">Fulbright Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,
-93.798331,36.965,979,,Syntex Facility,43.78,MOD007452154,700881,832,7,Missouri,Verona,Lawrence,NPL Site,-93.798331,36.965,12/30/1982,09/08/1983,09/16/1998,561,,,"<a href=""https://semspub.epa.gov/src/document/07/30296195"" target=""_blank"">MOD007452154 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700881"" target=""_blank"">Syntex Facility</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,
-90.601669,38.508339,980,,Times Beach,40.08,MOD980685226,701237,833,7,Missouri,Times Beach,St. Louis,Deleted NPL Site,-90.601669,38.508339,03/04/1983,09/08/1983,09/30/1997,477,08/07/2001,09/25/2001,"<a href=""https://semspub.epa.gov/src/document/07/30296196"" target=""_blank"">MOD980685226 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701237"" target=""_blank"">Times Beach</a>",,"<a href=""https://semspub.epa.gov/src/document/07/30296238"" target=""_blank"">03/04/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-09-25/pdf/01-23598.pdf"" target=""_blank"">09/25/2001 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-08-07/pdf/01-19751.pdf"" target=""_blank"">08/07/2001 (PDF)</a>",,No,,,,
-94.3925,39.201111,981,,Lee Chemical,46.81,MOD980853519,701378,836,7,Missouri,Liberty,Clay,NPL Site,-94.3925,39.201111,10/15/1984,06/10/1986,03/23/1994,231,,,"<a href=""https://semspub.epa.gov/src/document/07/30296199"" target=""_blank"">MOD980853519 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701378"" target=""_blank"">Lee Chemical</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,No,,,,
-93.480281,37.118061,982,,"Solid State Circuits, Inc.",37.93,MOD980854111,701392,837,7,Missouri,Republic,Greene,NPL Site,-93.480281,37.118061,10/15/1984,06/10/1986,11/18/1993,221,,,"<a href=""https://semspub.epa.gov/src/document/07/30296200"" target=""_blank"">MOD980854111 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701392"" target=""_blank"">Solid State Circuits, Inc.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,No,,,,
-89.98,36.603331,983,,Bee Cee Manufacturing Co.,28.59,MOD980860522,701439,838,7,Missouri,Malden,Dunklin,NPL Site,-89.98,36.603331,10/15/1984,06/10/1986,09/10/1999,625,,,"<a href=""https://semspub.epa.gov/src/document/07/30296201"" target=""_blank"">MOD980860522 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701439"" target=""_blank"">Bee Cee Manufacturing Co.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,No,,,,
-89.557219,36.96305,984,,Quality Plating,40.7,MOD980860555,701442,839,7,Missouri,Sikeston,Scott,NPL Site,-89.557219,36.96305,10/15/1984,06/10/1986,09/28/1999,658,,,"<a href=""https://semspub.epa.gov/src/document/07/30296202"" target=""_blank"">MOD980860555 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701442"" target=""_blank"">Quality Plating</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,No,,,,
-90.729161,38.696389,985,,Weldon Spring Former Army Ordnance Works,30.26,MO5210021288,701773,840,7,Missouri,St. Charles County,St. Charles,NPL Site,-90.729161,38.696389,07/14/1989,02/21/1990,08/24/2005,938,,,"<a href=""https://semspub.epa.gov/src/document/07/30296203"" target=""_blank"">MO5210021288 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701773"" target=""_blank"">Weldon Spring Former Army Ordnance Works</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>",,,No,,,,
-94.2783,39.103,986,,Lake City Army Ammunition Plant (Northwest Lagoon),33.62,MO3213890012,701757,841,7,Missouri,Independence,Jackson,NPL Site,-94.2783,39.103,10/15/1984,07/22/1987,,0,,,"<a href=""https://semspub.epa.gov/src/document/07/30296204"" target=""_blank"">MO3213890012 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701757"" target=""_blank"">Lake City Army Ammunition Plant (Northwest Lagoon)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,No,,,,
-93.317781,37.271389,987,,North-U Drive Well Contamination,28.9,MOD007163108,700878,842,7,Missouri,Springfield,Greene,Deleted NPL Site,-93.317781,37.271389,10/15/1984,06/10/1986,03/31/1993,161,06/24/1994,09/08/1994,"<a href=""https://semspub.epa.gov/src/document/07/30296205"" target=""_blank"">MOD007163108 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700878"" target=""_blank"">North-U Drive Well Contamination</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/07/30296237"" target=""_blank"">09/08/1994 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/07/30296048"" target=""_blank"">06/24/1994 (PDF)</a>",,No,,,,
-90.466669,38.552781,988,,Valley Park TCE,35.57,MOD980968341,701494,844,7,Missouri,Valley Park,St. Louis,NPL Site,-90.466669,38.552781,04/10/1985,06/10/1986,09/19/2006,982,,,"<a href=""https://semspub.epa.gov/src/document/07/30296206"" target=""_blank"">MOD980968341 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701494"" target=""_blank"">Valley Park TCE</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189642"" target=""_blank"">04/10/1985 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,No,,,,
-89.489444,37.339611,989,,Kem-Pest Laboratories,33.89,MOD980631113,701151,845,7,Missouri,Cape Girardeau,Cape Girardeau,Deleted NPL Site,-89.489444,37.339611,01/22/1987,10/04/1989,09/27/1996,391,08/06/2001,09/20/2001,"<a href=""https://semspub.epa.gov/src/document/07/30296207"" target=""_blank"">MOD980631113 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701151"" target=""_blank"">Kem-Pest Laboratories</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-08-06/pdf/01-19318.pdf"" target=""_blank"">09/20/2001 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-08-06/pdf/01-19319.pdf"" target=""_blank"">08/06/2001 (PDF)</a>",,No,,,,
-94.420561,37.101111,990,,Oronogo-Duenweg Mining Belt,46.2,MOD980686281,701290,846,7,Missouri,Jasper County,Jasper,NPL Site,-94.420561,37.101111,06/24/1988,08/30/1990,,0,,,"<a href=""https://semspub.epa.gov/src/document/07/30296208"" target=""_blank"">MOD980686281 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701290"" target=""_blank"">Oronogo-Duenweg Mining Belt</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,No,,,,
-94.87,39.875,991,,"Wheeling Disposal Service Co., Inc., Landfill",48.58,MOD000830554,700780,847,7,Missouri,Amazonia,Andrew,Deleted NPL Site,-94.87,39.875,01/22/1987,10/04/1989,09/27/1994,269,08/31/2000,10/30/2000,"<a href=""https://semspub.epa.gov/src/document/07/30296209"" target=""_blank"">MOD000830554 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700780"" target=""_blank"">Wheeling Disposal Service Co., Inc., Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-08-31/pdf/00-22377.pdf"" target=""_blank"">10/30/2000 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-08-31/pdf/00-22378.pdf"" target=""_blank"">08/31/2000 (PDF)</a>",,No,,,,
-89.555056,37.28625,992,,Missouri Electric Works,31.2,MOD980965982,701474,1134,7,Missouri,Cape Girardeau,Cape Girardeau,NPL Site,-89.555056,37.28625,06/24/1988,02/21/1990,08/22/2019,1207,,,"<a href=""https://semspub.epa.gov/src/document/07/30296221"" target=""_blank"">MOD980965982 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701474"" target=""_blank"">Missouri Electric Works</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>",,,No,,,,
-90.724999,38.696944,993,,Weldon Spring Quarry/Plant/Pits (USDOE/Army),58.6,MO3210090004,701753,1238,7,Missouri,St. Charles County,St. Charles,NPL Site,-90.724999,38.696944,10/15/1984,07/22/1987,08/22/2005,937,,,"<a href=""https://semspub.epa.gov/src/document/07/30296134"" target=""_blank"">MO3210090004 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701753"" target=""_blank"">Weldon Spring Quarry/Plant/Pits (USDOE/Army)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,No,,,,
-90.360419,38.759719,994,,St. Louis Airport/Hazelwood Interim Storage/Futura Coatings Co.,38.31,MOD980633176,701210,1244,7,Missouri,St. Louis County,St. Louis,NPL Site,-90.360419,38.759719,05/05/1989,10/04/1989,,0,,,"<a href=""https://semspub.epa.gov/src/document/07/30296135"" target=""_blank"">MOD980633176 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701210"" target=""_blank"">St. Louis Airport/Hazelwood Interim Storage/Futura Coatings Co.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189649"" target=""_blank"">05/05/1989 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,No,,,,
-90.445269,38.77,995,,Westlake Landfill,29.85,MOD079900932,701039,1289,7,Missouri,Bridgeton,St. Louis,NPL Site,-90.445269,38.77,10/26/1989,08/30/1990,,0,,,"<a href=""https://semspub.epa.gov/src/document/07/30296142"" target=""_blank"">MOD079900932 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701039"" target=""_blank"">Westlake Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189651"" target=""_blank"">10/26/1989 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,No,,,,
-90.55,37.886389,996,,Big River Mine Tailings/St. Joe Minerals Corp.,84.91,MOD981126899,701639,1336,7,Missouri,Desloge,St. Francois,NPL Site,-90.55,37.886389,02/07/1992,10/14/1992,,0,,,"<a href=""https://semspub.epa.gov/src/document/07/30296146"" target=""_blank"">MOD981126899 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701639"" target=""_blank"">Big River Mine Tailings/St. Joe Minerals Corp.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189653"" target=""_blank"">02/07/1992 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>",,,No,,,,
-94.473056,37.044722,997,,Newton County Wells,50,MOD985798339,702514,1535,7,Missouri,Joplin,Newton,NPL Site,-94.473056,37.044722,01/19/1999,07/27/2000,04/13/2009,1064,,,"<a href=""https://semspub.epa.gov/src/document/07/30296155"" target=""_blank"">MOD985798339 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0702514"" target=""_blank"">Newton County Wells</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-01-19/pdf/99-1021.pdf"" target=""_blank"">01/19/1999 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-07-27/pdf/00-18902.pdf"" target=""_blank"">07/27/2000 (PDF)</a>",,,No,,,,
-94.390278,36.803056,998,,Pools Prairie,50,MO0000958835,702918,1536,7,Missouri,Neosho,Newton,NPL Site,-94.390278,36.803056,01/19/1999,09/17/1999,,0,,,"<a href=""https://semspub.epa.gov/src/document/07/30296156"" target=""_blank"">MO0000958835 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0702918"" target=""_blank"">Pools Prairie</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-01-19/pdf/99-1021.pdf"" target=""_blank"">01/19/1999 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-09-17/pdf/99-24166.pdf"" target=""_blank"">09/17/1999 (PDF)</a>",,,No,,,,
-94.556111,39.145,999,,Armour Road,50,MOD046750253,702515,1544,7,Missouri,North Kansas City,Clay,NPL Site,-94.556111,39.145,01/19/1999,05/10/1999,,0,,,"<a href=""https://semspub.epa.gov/src/document/07/30296157"" target=""_blank"">MOD046750253 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0702515"" target=""_blank"">Armour Road</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-01-19/pdf/99-1021.pdf"" target=""_blank"">01/19/1999 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-05-10/pdf/99-11705.pdf"" target=""_blank"">05/10/1999 (PDF)</a>",,,No,,,,
-91.214722,38.613889,1000,,Riverfront,50,MOD981720246,702089,1607,7,Missouri,New Haven,Franklin,NPL Site,-91.214722,38.613889,07/27/2000,12/01/2000,,0,,,"<a href=""https://semspub.epa.gov/src/document/07/30296158"" target=""_blank"">MOD981720246 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0702089"" target=""_blank"">Riverfront</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-07-27/pdf/00-18903.pdf"" target=""_blank"">07/27/2000 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-12-01/pdf/00-30630.pdf"" target=""_blank"">12/01/2000 (PDF)</a>",,,No,,,,
-112.375,40.541669,1001,,Tooele Army Depot (North Area),53.95,UT3213820894,800755,888,8,Utah,Tooele,Tooele,NPL Site,-112.375,40.541669,10/15/1984,08/30/1990,,0,,,"<a href=""https://semspub.epa.gov/src/document/08/100000229"" target=""_blank"">UT3213820894 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800755"" target=""_blank"">Tooele Army Depot (North Area)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,No,,,,
-111.9172,40.618331,1002,,Midvale Slag,42.47,UTD081834277,800641,889,8,Utah,Midvale,Salt Lake,Deleted NPL Site,-111.9172,40.618331,06/10/1986,02/11/1991,09/29/2011,1115,02/05/2015,04/08/2015,"<a href=""https://semspub.epa.gov/src/document/08/100000230"" target=""_blank"">UTD081834277 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800641"" target=""_blank"">Midvale Slag</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189644"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2015-04-08/pdf/2015-07950.pdf"" target=""_blank"">04/08/2015 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189623"" target=""_blank"">02/11/1991 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2015-02-05/pdf/2015-02331.pdf"" target=""_blank"">02/05/2015 (PDF)</a>",,No,,,,
-111.8747,40.7226,1003,,Wasatch Chemical Co. (Lot 6),49.91,UTD000716399,800596,892,8,Utah,Salt Lake City,Salt Lake,NPL Site,-111.8747,40.7226,01/22/1987,02/11/1991,09/30/1997,475,,,"<a href=""https://semspub.epa.gov/src/document/08/100000232"" target=""_blank"">UTD000716399 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800596"" target=""_blank"">Wasatch Chemical Co. (Lot 6)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189623"" target=""_blank"">02/11/1991 (PDF)</a>",,,No,,,,
-109.3483,37.863331,1004,,Monticello Mill Tailings (USDOE),35.86,UT3890090035,800867,1257,8,Utah,Monticello,San Juan,NPL Site,-109.3483,37.863331,07/14/1989,11/21/1989,09/29/2004,924,,,"<a href=""https://semspub.epa.gov/src/document/08/100000165"" target=""_blank"">UT3890090035 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800867"" target=""_blank"">Monticello Mill Tailings (USDOE)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189634"" target=""_blank"">11/21/1989 (PDF)</a>",,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,
-111.9055,40.7704,1005,,Utah Power & Light/American Barrel Co.,37.93,UTD980667240,800680,1277,8,Utah,Salt Lake City,Salt Lake,NPL Site,-111.9055,40.7704,05/05/1989,10/04/1989,09/30/1996,402,,,"<a href=""https://semspub.epa.gov/src/document/08/100000167"" target=""_blank"">UTD980667240 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800680"" target=""_blank"">Utah Power & Light/American Barrel Co.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189649"" target=""_blank"">05/05/1989 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,No,,,,
